text,emotion
"Very close to the airport and they have a free shuttle to and from the airport that leaves every 30 minutes.  The bed and tv are great.   My room had a stale and musty smell, but it was OK.  I happened to stay there on a Saturday night during spring break, so the hallway was full of noisy teenagers...two busloads full. So, my stay wasn't very restful.  The manager handled my dismay very well by refunding  my charges. I think that's great.   Front staff and driver were very friendly. Breakfast buffet is very adequate and is included in the price of your room. They also have good, free WiFi.  I you're on foot, there's not a lot around there. It's an industrial area. Apparently, there's a pub that has food that's about a 10 minute walk. I ordered pizza from Papa John's because they deliver. They also tack on an extra $2.75  for delivery, so just be aware of that.  I would stay there again.",neutral
i write i realize that i ve actually been avoiding writing these notes because i was afraid of the unfamiliar feelings i would get from truly saying thank you to the people who are supporting the achievement of dreams not just mine but those of the faculty and students of sphere college,happiness
i was feeling generous i suppose it is worth paying credit to the council for at least not holding the consultation entirely within the school holidays but i am not feeling generous,fun
i am ok interacting with my own story and sharing it with others but i feel vulnerable this year and squirmed when it came up,worry
i feel very unwelcome and unwanted everywhere,sadness
i really want to go buy some yardage of art gallery just to play with because it feels so amazing,surprise
i find myself chasing the needles and feeling stressed during the entire process,sadness
Second time I've been here. First time with the boys. Like any Saturday night it was extremely busy. We had a party of 8 and were seated within 30 minutes. The service was slow but very accommodating. They brought out the kids meals quickly but faltered on the adult's meals. We ended up leaving and having our meals packed to go because the kids were done 1.5 hours in. But I have to give credit to management. They took our entrees off the final bill. I was not expecting that whatsoever.   You have to try their lobster crab dip appetizer. It's really good.   I had their Brie Burger. Very good combination of fixings and Brie cheese. I recommend it.   I would come back again.,neutral
i feel utterly exhausted and unable to function,sadness
i feel a gentle sting,happiness
my sister had to undergo a very complicated operation,worry
"Need my truck wash and I was padding by rebel so I decided to stop. Was busy and I got in pretty quick. Got a full service wash which included tires and protective coat. After waiting nearly 25 minutes my truck was finally ready, only to find out that it wasn't fully done. Water still on back window and when I opened the door drips of water came down. Dirt smudges still on tail gate. After I pointed everything out they took care of it and finished it the right way. Just took about another 10 minutes. Wasn't terrible, but wasn't great either. At least the customer service was good...  -Joe",neutral
